OBJEKTART,UUID,NAME,MIN_E,MIN_N,MIN_Z,MAX_E,MAX_N,MAX_Z,SKIGEBIET,2005 mid,2005 bottom,2005 top,2035 mid,2035 bottom,2035 top,2060 mid,2060 bottom,2060 top,2085 mid,2085 bottom,2085 top
Luftseilbahn,{E3F30F2E-D835-4EEA-A0A9-383EB068D213},Rothorn 2,763102,179053,1910,764944,179097,2863,Arosa-Lenzerheide,green,green,green,green,yellow,green,green,yellow,green,yellow,red,green
Sesselbahn,{6306E60C-0467-471D-B904-4B1D121226D4},Scalottas,759883,176666,1754,758413,176613,2326,Arosa-Lenzerheide,green,green,green,green,yellow,green,green,yellow,green,yellow,red,yellow
Skilift,{1EF34082-A97A-45AD-AA94-7AFBC2202563},Scharmoin,762953,179650,1837,763668,179310,2100,Arosa-Lenzerheide,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Sesselbahn,{A8EC2179-282F-47BA-AA15-F96FC01660A0},Stätzerhorn,760808,180768,1670,758742,180210,2423,Arosa-Lenzerheide,green,green,green,green,yellow,green,green,yellow,green,yellow,red,green
Sesselbahn,{BABB1C23-D974-4667-8CBB-AFA0FCCAF439},Stätzertäli,760815,180945,1663,759157,181038,2105,Arosa-Lenzerheide,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{5429648A-4B22-46C3-BB53-CCB79AC7FF11},Tgantieni,761097,177048,1524,759966,176585,1754,Arosa-Lenzerheide,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{F6454B4D-A8DC-4BD7-B980-DFA9D94DD55F},Urdenfürggli,764245,181189,2266,764883,181752,2575,Arosa-Lenzerheide,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{6585B556-83CB-4DBD-B2FF-E70120B01127},Valbella,761447,179455,1515,760339,179959,1791,Arosa-Lenzerheide,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{A2D37238-255A-4108-ADBF-618501D9E165},Weisshorn Speed,763037,179735,1843,764890,180720,2584,Arosa-Lenzerheide,green,green,green,green,yellow,green,green,yellow,green,yellow,red,yellow
Skilift,{2DC68BDE-2B63-4919-91F3-FFC77BFC03D9},Windegga,758908,183350,1721,757631,183523,2241,Arosa-Lenzerheide,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Skilift,{F084763C-2918-4703-917E-342E5A3BFCFC},Dieschen,761850,177764,1500,762198,178078,1582,Arosa-Lenzerheide,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{F50F3769-A512-49B4-B5E2-01F36322EE87},Fastatsch,762091,179464,1516,762407,179571,1593,Arosa-Lenzerheide,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{C99D7B21-D03F-4DD6-B74D-D7EEE531347A},Pradafenz,760556,182874,1250,759883,183057,1342,Arosa-Lenzerheide,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Sesselbahn,{65503593-77BE-432F-BBFE-56102353A330},Pradaschier,760562,182979,1250,758975,183431,1727,Arosa-Lenzerheide,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{5A1B6647-166D-4D41-9F51-411C2B92DD6E},Brustenegg 1,717647,238042,832,717897,237570,999,Atzmännig,red,red,red,red,red,red,red,red,red,red,red,red
Skilift,{2355F321-2AE5-4A10-A405-513B9554FC23},Brustenegg 2,717650,238025,834,717880,237590,993,Atzmännig,red,red,red,red,red,red,red,red,red,red,red,red
Skilift,{8C23DF61-8E51-49CD-AEDB-8EDB986400C4},Übungslift Au,717458,238047,827,717551,237866,863,Atzmännig,red,red,red,red,red,red,red,red,red,red,red,red
Skilift,{B9046C47-D233-4935-9114-BEC623E27ED2},Atzmännig,717831,238246,833,718879,237644,1186,Atzmännig,yellow,red,yellow,red,red,red,red,red,red,red,red,red
Sesselbahn,{78BAD424-6E42-46E2-9D87-F0CD125829E4},Schutt-Atzmännig,717894,238337,838,718940,237687,1197,Atzmännig,yellow,red,yellow,red,red,red,red,red,red,red,red,red
Skilift,{3F70CD1A-380D-4F2E-A7D4-A896EDCC61E7},Cavetta,762512,146006,1988,763028,145842,2144,Avers,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{72066673-E053-4F88-A8CB-E6400E335531},Pony,762334,146390,1983,762422,146486,2019,Avers,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{875A0088-5D5B-4B94-9900-AE0952ABA8CF},Tscheischa,761920,146608,1986,761149,145482,2543,Avers,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Skilift,{66CE7515-EB2D-4515-9CE8-6031C9E8BE91},Bödeli,607194,234915,1084,607017,234439,1224,Balmberg,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{ECB3E60C-DF0D-43F6-B3C8-60C0B49849CC},Kähle,607501,234682,1072,606973,234181,1272,Balmberg,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{84600835-EBC1-4063-9CD3-005416CB522F},Röti,607978,234409,946,607053,234133,1263,Balmberg,yellow,red,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{AD6C3855-CF44-43A0-A984-A10234400CE0},Vorsass-Niederhorn,625698,172272,1589,625795,173359,1949,Beatenberg,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Luftseilbahn,{3BEFB869-C13F-4AEC-ABB6-B723EBD6E884},Beatenberg-Niederhorn,625001,171094,1131,625729,173306,1940,Beatenberg,yellow,yellow,green,yellow,red,yellow,yellow,red,yellow,red,red,red
Skilift,{2C7DA0E7-204B-4A49-BE7F-A2403644A3BB},Boden,627433,172179,1175,627419,172394,1224,Beatenberg,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{570938C9-60FF-4B22-B0A5-288A7F530F68},Hohwald,628861,172707,1298,629485,173851,1609,Beatenberg,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{F3F24942-AB7D-4B08-AE38-20E3A9F38D88},Waldegg,628775,172272,1248,629009,172249,1314,Beatenberg,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Luftseilbahn,{E22A382F-89C5-423E-839C-E5BBB2FBE02A},Blatten-Belalp,641992,134319,1340,641237,135729,2106,Belalp,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Gondelbahn,{00B4D2EC-F382-41B5-9A0F-BEFBA7ABF766},Blatten-Chiematte,641969,134317,1343,640699,135518,2064,Belalp,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Luftseilbahn,{46828307-7D77-47E2-92C1-082E604C2C67},Blatten-Massastaumauer,642413,135084,1457,643007,136115,1851,Belalp,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{C10FA4A6-311A-4C9D-8C5F-C82EFD967922},Bruchegg,641466,136256,2142,641036,136591,2304,Belalp,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{4C523354-2987-4DB5-8BDA-C61367D5BC92},Färrich,642134,136670,2131,641955,136797,2208,Belalp,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Skilift,{E39E8FF2-6582-4DB0-853A-E52508F20CC0},Hohstock,641390,138598,2671,640374,139485,3120,Belalp,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{A68BD0DA-472A-4A79-B758-1E90ED13B37B},Kelchbach,640595,135479,2052,641006,136577,2305,Belalp,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Sesselbahn,{BBE36229-7091-437B-988C-1CD3E246EDE1},Sparrhorn,641487,136320,2152,641462,138587,2680,Belalp,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Skilift,{44DE405F-D047-4C75-84C8-FDFD86C594B1},Sparrhorngrat,641411,138558,2671,641466,139382,2883,Belalp,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{C8470FEB-36CC-4D94-AF91-A79BF006879F},Stafel,640523,135340,2041,640649,135514,2057,Belalp,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Skilift,{0B5055AA-BEAE-4DE1-B98E-6FB4A6D6D9A1},Fleschen,656464,143223,1894,656027,143684,2104,Bellwald,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{9B6574F7-8682-41FD-A3B0-A4ABEF37D15C},Furggulti,655915,143549,2068,655663,144843,2563,Bellwald,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{B406E224-2771-4C5D-AE78-FD71C043F4C1},Matten,655810,142960,1909,655948,143472,2041,Bellwald,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{6B202A8F-0905-41D1-8492-06E64C01F763},Richenen,655547,142077,1615,655957,143598,2079,Bellwald,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{A1D5E214-4936-4346-A5AE-EDC2D76B6C65},Alp Darlux,778626,166131,1982,779285,166367,2287,Bergün,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{1F1B1044-C3E3-48A1-96B0-57CE271FA8F1},Clix-Pros da Darlux,777091,166071,1390,778581,166204,1979,Bergün,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{B1BCCEC4-DCF6-4B3A-A97E-A5A4CB2267EC},Piz Darlux,779532,166381,2268,780465,166423,2572,Bergün,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{1C6BA9DC-B792-41CF-9920-49F2409F883B},Tect,776639,166587,1371,776416,166357,1436,Bergün,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{5B476F25-EEC9-4B5C-93EB-F36613E02304},Zinols,776398,166658,1386,775572,166709,1559,Bergün,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{704DA5AF-B124-40E3-B057-3BADF3C1AADE},Al Cant,769079,146954,2197,768777,144957,2551,Bivio,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{E981929F-194A-4278-88E3-FFD3859D0170},Camon,769787,148685,1774,769126,147035,2203,Bivio,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Skilift,{342208A5-CA80-4049-A66A-D1E24EAC9D02},Tua,770307,148124,1806,769213,146828,2215,Bivio,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{5A9859EB-687C-4BEC-BDFC-52836403EC91},Grossalp,680247,130226,1724,679324,130135,1978,Bosco Gurin,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{081FF490-2841-4155-917C-950FF2BC4515},Guriner Furka,679446,129965,1929,678587,130535,2233,Bosco Gurin,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{B2448011-F6CD-4205-8E3B-5488EB5F83C1},Ritzberg,680808,129845,1487,679070,129897,1994,Bosco Gurin,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{4D5F7F29-8AD2-4053-9047-4C236026C402},Sonnenberg,679049,129876,1988,677759,129589,2335,Bosco Gurin,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{E3291DB6-5C17-49E7-BC10-DADA008858E9},Stafla,679479,129911,1906,679029,130036,2016,Bosco Gurin,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{252AAA41-72D9-4BF3-B17A-A4861C9B1F17},Bächital-Seblengrat,718796,203085,1460,718230,202133,1899,Braunwald,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Gondelbahn,{7D674BC7-505A-4B16-8DFF-E6D0D8159C2D},Braunwald-Kleiner Gumen,717882,199772,1314,717670,201697,1905,Braunwald,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{81F8FA6E-03D5-4B89-98C8-E029DED64D9F},Grotzenbüel-Seblengrat,718315,201002,1559,718225,202084,1899,Braunwald,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{D1BEE92E-819B-40F9-91BA-72823548CE7B},Gumen,717512,201273,1746,717660,201695,1901,Braunwald,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Gondelbahn,{4B9DCB3B-3BE0-4224-82F1-606D9F26EDEA},Hüttenberg-Grotzenbüel,718181,199830,1312,718414,200931,1565,Braunwald,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{8DBE9B6A-833C-4029-B73C-9C2AD7C41C33},Mattwald,719208,200886,1421,718504,201075,1576,Braunwald,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Luftseilbahn,{3347AE15-083F-466F-8818-2CB488900203},Niederschlacht-Hüttenberg,718467,199656,1240,718194,199824,1312,Braunwald,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{DF3FDAC0-99CB-47C6-99AB-E428E862314F},Dotzweg,646205,174879,1427,645917,174170,1597,Brienz–Axalp,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{BBFBE3E0-3D35-4650-A126-9C02B4D63076},Hüttboden,645784,174618,1502,645641,174048,1607,Brienz–Axalp,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{A0F77978-E8D3-4B00-AE47-C5886CB0E20D},Tschingel,645938,173933,1700,646212,173253,1963,Brienz–Axalp,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Sesselbahn,{C2D9D45F-C0A6-4A4F-AF08-950EE2E51176},Windegg,645783,174313,1545,646106,173342,1925,Brienz–Axalp,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{9D3E2073-3431-482F-9C6A-8AC965CA485C},Alp Dado-Fil,725321,183776,1857,723803,185266,2396,Brigels-W'burg-Andiast,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{B14EC8FC-8ACF-4453-9A02-58C4729F2232},Crest Falla–La Cauma,724666,182721,1670,723955,184487,2251,Brigels-W'burg-Andiast,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Skilift,{F37E9469-D386-4281-BB20-DAECE2C21ED3},Miret,724875,184720,2062,723701,185407,2422,Brigels-W'burg-Andiast,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{2EFBB401-4689-4C85-B90E-54BAFF7EAE85},Parli-Alp Dado,725818,183207,1658,725189,183763,1870,Brigels-W'burg-Andiast,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{B5E3004B-2BE2-4AF3-A16A-E7EDF1336C1B},Brigels–Crest Falla,724395,181364,1260,724784,182708,1669,Brigels-W'burg-Andiast,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{B1FACCE9-F1C0-415F-A394-A50BC8B20A18},Waltensburg-Alp Dado,727016,181974,1107,725321,183825,1861,Brigels-W'burg-Andiast,yellow,yellow,green,yellow,red,yellow,yellow,red,yellow,red,red,red
Skilift,{C202ABD2-A978-43A2-923B-BACF98884E54},Chasseral,567198,218928,1097,568469,219033,1427,Bugnenets-Savagnières,yellow,yellow,yellow,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{831320ED-B2BD-4D4B-A09D-5CEB506DB982},Le Fornel,567092,218813,1085,567407,218847,1138,Bugnenets-Savagnières,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{EBCCF3EC-D268-4E2D-9747-D7FF7D824EDF},Le Rumont,567096,218757,1083,568280,218649,1386,Bugnenets-Savagnières,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{971326D8-22FA-493E-AC17-41F5697E2621},Les Pointes,567826,219307,1203,568511,219070,1425,Bugnenets-Savagnières,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{3260B42E-5A13-417B-A65C-29ADDBBD71E7},Sava I,567469,219605,1136,568783,219477,1456,Bugnenets-Savagnières,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{D0E33AB5-BC91-43A8-8B56-A14422E6486F},Sava II,567456,219599,1136,568782,219470,1456,Bugnenets-Savagnières,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{6B87283E-80D3-4A37-B1D7-B57939395497},La Chia,568424,160454,1005,568441,159408,1316,Bulle–La Chia,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{F018BE76-0A2D-4BB5-9ED8-5767810F1A9A},Bumbach-Roseggli,634532,184774,920,634083,183464,1241,Bumbach–Schangnau,yellow,red,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{784FA09E-9E8E-4471-ACF5-39E7D4FA7947},Gemeinenwängen,633966,183548,1219,633941,182977,1359,Bumbach–Schangnau,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Sesselbahn,{E8F5D252-B3DE-433B-A872-FDB6E6635DF3},Brusada-Lago di Cari,705857,151163,1952,705923,152150,2285,Carì,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{E24D3C0B-B41C-4ACE-80D7-7A9D96962134},Carì-Brusanda,705798,150137,1655,705883,151118,1955,Carì,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{6A0EBF94-3A8A-4779-9156-0EC2DDB9CE81},Pro da Lei,705843,151157,1954,705810,151869,2174,Carì,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Sesselbahn,{24AF446F-FB68-4C46-BBDD-D5F002C5F7FB},La Breya 1,574290,97823,1500,574020,96732,2199,Champex-Lac,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{ABB8AB33-3B39-4AEF-B782-41199B2BCDEA},La Breya 2,573774,97188,1972,574012,96731,2200,Champex-Lac,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{AF008E76-8796-41F2-8951-CD27518CDAA8},Lac,574748,97598,1471,574636,97434,1522,Champex-Lac,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{C514BAF8-097C-46DB-B2B8-1DFFBA3E0782},Petite Breya,574264,97776,1502,573662,97653,1686,Champex-Lac,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{17A6F53E-0AA2-4304-AA61-0235F5C5AC2A},Les Banderettes 1,582441,164344,1505,582247,163987,1597,Charmey,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{69C547C1-FB2F-448F-B8CB-4C7C80CCCDF5},Les Banderettes 2,582570,164415,1488,582315,163891,1625,Charmey,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{ADB8B800-D838-40CE-A25F-E59FB1169D5F},Vounetse,583245,165353,1181,582361,163950,1622,Charmey,green,yellow,green,yellow,red,yellow,yellow,red,yellow,red,red,red
Gondelbahn,{67DE84C3-8AFB-480C-A57D-022D6EB07662},Charmey-Ganet d'Avau-Vounetse,579346,163079,875,582270,163890,1619,Charmey,yellow,red,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{52AB3072-BCC9-4F4A-9FF0-E72430EF33F0},Brambrüesch-Hühnerköpfe,758373,187781,1612,757526,186635,1952,Chur–Brambrüesch,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{3A998996-4A53-406F-93E6-D82D944E8ED5},Hühnerköpfe-Furggabüel,757515,186637,1951,756996,185777,2175,Chur–Brambrüesch,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Luftseilbahn,{A305D6B7-3540-498F-8D93-EA99940BF536},Chur–Känzeli,759172,190575,602,759178,189656,1190,Chur–Brambrüesch,red,red,yellow,red,red,red,red,red,red,red,red,red
Gondelbahn,{B5E62A87-8E90-4840-B50E-0DC97E91A8DF},Känzeli–Brambrüesch,759184,189633,1191,758530,188572,1597,Chur–Brambrüesch,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{80352358-6DA6-44BA-89A9-4E38F159EAD4},Trainerlift Pfäfi,758832,188290,1498,758498,188387,1594,Chur–Brambrüesch,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{33B5776F-01FC-4294-8464-624E933191EC},Arnouva-Cry d'Er,603089,129674,1727,603147,131441,2257,Crans-Montana,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Sesselbahn,{38C97ADA-9A4D-4ACD-B641-70F6FA992816},Cabane de Bois,605029,131351,1871,604620,132463,2237,Crans-Montana,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Skilift,{EAD8D0D3-500D-4DAB-A2D1-5F199B442055},Chetseron,602146,130647,2106,603022,131576,2265,Crans-Montana,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Gondelbahn,{E7BFA5E7-EEF6-43E4-B9A5-DE9BB3E6C3B9},Crans-Merbé-Cry d'Er,602208,128575,1510,603014,131488,2265,Crans-Montana,green,yellow,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Skilift,{595536CE-37DD-4F73-832E-FD36AFA0873A},Cry d'Er,602730,131548,2171,603032,131592,2264,Crans-Montana,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Sesselbahn,{5B4F4F9F-768D-40A6-BB46-18239B61A02E},La Chaux-Bella Lui,602697,131551,2170,603603,132687,2529,Crans-Montana,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{808A6A4E-37A8-4673-B14B-B4BFD5FFEAEF},Lac,604184,135241,2786,603884,135437,2890,Crans-Montana,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{AC80B961-9923-47E9-A93B-F6EAAA814207},Lätzgüetli,603861,135902,2759,603869,135458,2889,Crans-Montana,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{90518510-E304-4706-AED9-A972A2CDD6C1},Le Merignou,602721,130742,2117,602905,131444,2234,Crans-Montana,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Gondelbahn,{DE3B3537-0BFD-4FC6-82B0-9201B6B9DFA8},Montana–Arnouva,603115,129088,1537,603012,129500,1725,Crans-Montana,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{946E054C-5F3D-4974-9D2C-13873E41A4E7},National,604408,130468,1650,603085,131704,2271,Crans-Montana,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Skilift,{8A457F59-0E05-4F2A-898E-D0E53FDFBE02},Petit Mont Bonvin 1,606168,133194,2297,606496,133402,2375,Crans-Montana,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{C9C6BDAD-ADBB-42F3-ACC0-EC22FE777029},Petit Mont Bonvin 2,606564,133359,2367,606495,133471,2388,Crans-Montana,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Sesselbahn,{18422079-D7B1-4999-8F1F-C7D944E4D2DA},Toula,605279,132463,1985,605482,133797,2549,Crans-Montana,green,green,green,green,yellow,green,green,yellow,green,yellow,red,yellow
